,Name,Infected score,Noninfected score,Out score
157,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_008.tiff",0.99827063,0.0008372941,0.0008919918
158,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_009.tiff",0.99913186,0.0002937631,0.0005744999
159,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_010.tiff",0.99238163,0.0035076328,0.004110729
160,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_011.tiff",0.9359175,0.061386112,0.0026963907
161,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_012.tiff",0.9976246,0.00039641152,0.0019791026
162,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_013.tiff",0.93377316,0.06426616,0.0019606894
163,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_014.tiff",0.9923495,0.0066314326,0.0010191676
164,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_015.tiff",0.99979645,2.4172401e-05,0.00017934057
165,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_016.tiff",0.99479914,0.003432659,0.001768153
166,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_018.tiff",0.9994128,0.00027359303,0.00031364846
167,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_021.tiff",0.9990194,0.00016078631,0.00081983587
168,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_023.tiff",0.99421,0.005171502,0.0006185887
169,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_025.tiff",0.987762,0.0094707925,0.0027672576
170,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_026.tiff",0.96704483,0.031135213,0.001819968
171,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_027.tiff",0.99969435,8.66698e-06,0.00029698567
172,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_028.tiff",0.99960774,0.00014677343,0.00024553217
